dtype,kind,size_or_x,intensity_or_x,tflops
fp16_optimized,ceiling,0,46.415888,12.625122
fp16_optimized,ceiling,0,50.941380,13.856055
fp16_optimized,ceiling,0,55.908102,15.207004
fp16_optimized,ceiling,0,61.359073,16.689668
fp16_optimized,ceiling,0,67.341507,18.316890
fp16_optimized,ceiling,0,73.907220,20.102764
fp16_optimized,ceiling,0,81.113083,22.062759
fp16_optimized,ceiling,0,89.021509,24.213850
fp16_optimized,ceiling,0,97.700996,26.574671
fp16_optimized,ceiling,0,107.226722,29.165668
fp16_optimized,ceiling,0,117.681195,32.009285
fp16_optimized,ceiling,0,129.154967,35.130151
fp16_optimized,ceiling,0,141.747416,38.555297
fp16_optimized,ceiling,0,155.567614,42.314391
fp16_optimized,ceiling,0,170.735265,46.439992
fp16_optimized,ceiling,0,187.381742,50.967834
fp16_optimized,ceiling,0,205.651231,55.937135
fp16_optimized,ceiling,0,225.701972,61.390936
fp16_optimized,ceiling,0,247.707636,67.376477
fp16_optimized,ceiling,0,271.858824,73.945600
fp16_optimized,ceiling,0,298.364724,81.155205
fp16_optimized,ceiling,0,327.454916,89.067737
fp16_optimized,ceiling,0,359.381366,97.751732
fp16_optimized,ceiling,0,394.420606,107.282405
fp16_optimized,ceiling,0,432.876128,117.742307
fp16_optimized,ceiling,0,475.081016,129.222036
fp16_optimized,ceiling,0,521.400829,141.821025
fp16_optimized,ceiling,0,572.236766,153.600000
fp16_optimized,ceiling,0,628.029144,153.600000
fp16_optimized,ceiling,0,689.261210,153.600000
fp16_optimized,ceiling,0,756.463328,153.600000
fp16_optimized,ceiling,0,830.217568,153.600000
fp16_optimized,ceiling,0,911.162756,153.600000
fp16_optimized,ceiling,0,1000.000000,153.600000
